train_loss,train_accuracy,val_loss,val_accuracy
2.024614719393457,0.27065563201904297,1.8230439133760405,0.2794606387615204
1.8057570593327972,0.3211643695831299,1.949643686777208,0.3212880492210388
1.6221559987462846,0.35616347193717957,1.5397195172746008,0.35990679264068604
1.4887461666336215,0.3880041539669037,1.4091945432308244,0.3916688859462738
1.403087039653773,0.41405194997787476,1.7813060918777455,0.413552850484848
1.3222529097198632,0.4331412613391876,1.0657439846091155,0.436138391494751
1.2619139346694688,0.4537336826324463,1.6472029026325157,0.45409896969795227
1.2045555642857804,0.4685423970222473,0.9146171503859323,0.4711266756057739
1.1744773194618432,0.4836585819721222,0.8610389557916943,0.4861021041870117
1.1321968847084563,0.4974380433559418,0.9971758593328115,0.4989648163318634
1.104582644058859,0.5089204907417297,1.0243519222045816,0.5101903080940247
1.0707163965200635,0.519593358039856,0.8322890508102208,0.5211938619613647
1.034794999834964,0.5298522710800171,0.807095559268463,0.5313125252723694
1.0174529658405558,0.5390005707740784,1.0454449691786998,0.5397783517837524
0.9899375386930386,0.5471593737602234,0.9300724633219766,0.5481340289115906
0.9688237535500623,0.5548852682113647,0.6833574455685731,0.5562019944190979
0.9378801765403074,0.5627185106277466,0.9648723725411223,0.5633725523948669
0.914721420411339,0.5695527791976929,1.0662247643965046,0.5700264573097229
0.8992832425167958,0.5757932066917419,0.6806091684393767,0.5767419338226318
0.8718120935733153,0.5824736952781677,0.7519392885449456,0.5833282470703125
0.860071668873972,0.5886775851249695,0.6612652885477718,0.5895838141441345
0.8450990131218366,0.5944910645484924,0.807571801197965,0.5951057076454163
0.823900670621903,0.5999719500541687,1.1277435271796294,0.6001889705657959
0.8061859315738911,0.6049670577049255,0.7381586254369922,0.6055505871772766
0.7945554215193118,0.6100825071334839,0.6733456737384563,0.6107338070869446
0.7699145139719447,0.6151244640350342,0.5778091915133523,0.6158356666564941
0.7590433027964273,0.6201025247573853,0.6333507392101172,0.6207025051116943
0.7505352966982766,0.6247484087944031,0.9412503269750897,0.6250211596488953
0.7246853808090192,0.6290053725242615,0.5715014497499641,0.6296097040176392
0.718285502378135,0.6334375143051147,0.6046938739898728,0.6339789032936096
0.6970567328392894,0.6376643180847168,0.7176345491372957,0.6380847096443176
0.7034443956945127,0.6416417360305786,0.5602261876551117,0.6421762108802795
0.6855875781384705,0.6455584764480591,0.5580666097017323,0.6460475325584412
0.6800896622836994,0.6492891907691956,0.6088808997102627,0.6497641801834106
0.6771845310077254,0.6527820825576782,0.5050988497621403,0.6532924175262451
0.6620239870600008,0.6563953161239624,0.8803980281951315,0.656583309173584
0.6502791903357008,0.6595301032066345,0.7729827064748217,0.659796416759491
0.6325256351376486,0.662723183631897,0.582681263410827,0.6630967855453491
0.6157602285473447,0.6661409735679626,0.5214938286055879,0.6665530800819397
0.6232824730339335,0.6693214178085327,0.563715689338562,0.6696836948394775
0.61225271538365,0.6723846197128296,0.5000009309591317,0.6728032827377319
0.6064803710907415,0.6754383444786072,0.49433968818133195,0.6758270263671875
0.5928207056210193,0.6784307360649109,0.7327977947709037,0.678676426410675
0.6048210147601455,0.6811014413833618,0.5035828411033968,0.6814483404159546
0.5665919609883423,0.6840173006057739,0.4769217371032005,0.6843823194503784
0.5676700167934153,0.6868219375610352,0.5165471301027914,0.6871480345726013
0.563894006682704,0.6895004510879517,0.6172182963388723,0.6897456645965576
0.5504776509112225,0.6920408606529236,0.530570099266564,0.6923320889472961
0.5514720085720194,0.6945882439613342,0.5397797042458523,0.6948909759521484
0.5541106178810671,0.6970082521438599,0.5713580706406657,0.6972687840461731
0.5367441928289639,0.6994150280952454,0.5375036298206485,0.6996777057647705
0.5308016693292835,0.7018033266067505,0.5203813182689795,0.7020674347877502
0.5214358761077659,0.7041649222373962,0.5452429845747424,0.7043972015380859
0.5295607778401679,0.7063567042350769,0.5798301107999755,0.7065792083740234
0.5102144656058406,0.7085757255554199,0.7679015622451538,0.7086992263793945
0.511065040122379,0.7106614112854004,0.6478844488539347,0.7108328342437744
0.5048998294845527,0.71272212266922,0.6110739311481621,0.712902307510376
0.5036937385150503,0.7147057056427002,0.4869193577820935,0.7149274945259094
0.5022268071063014,0.7166809439659119,0.4803436063002886,0.7169111371040344
0.48563937110929994,0.7187082171440125,0.554840677213378,0.7188981175422668
0.4900696712522041,0.7206381559371948,0.4945818880436624,0.7208386659622192
0.48220229783731045,0.7225532531738281,0.47050681978282405,0.7227616310119629
0.4786705573669444,0.7244469523429871,0.5493826671253618,0.7246284484863281
0.46999542797274957,0.7262741923332214,0.436507301995667,0.7265013456344604
0.4722853505647813,0.7280763387680054,0.5148223838882475,0.7282584309577942
0.4649404978513556,0.7297924757003784,0.45035234157268594,0.7299917936325073
0.46587635512025255,0.7314967513084412,0.458171703352979,0.7316899299621582
0.45096113020238265,0.7332188487052917,0.5674460260424672,0.7333751916885376
0.4500659538920731,0.7348715662956238,0.48666569408847066,0.73505038022995
0.44063652451358626,0.7365228533744812,0.4941595337671659,0.7366891503334045
0.446834818741845,0.7381012439727783,0.4836208234291251,0.7382774949073792
0.43560434972900225,0.7397021055221558,0.4829854205159879,0.7398694157600403
0.4446324056653834,0.7412322759628296,0.4779497619445731,0.7413884401321411
0.4286961494117288,0.7427614331245422,0.5437653899056519,0.7428880929946899
0.436516417617552,0.7442027926445007,0.5380027029527034,0.7443395853042603
0.4266213957761165,0.7456796169281006,0.5077187879828782,0.7458147406578064
0.43539157345021595,0.7470823526382446,0.4776865607354699,0.7472267746925354
0.4201082262530256,0.7484941482543945,0.5528318642570478,0.748599648475647
0.4267741963166233,0.7498459219932556,0.6376829284538583,0.7499314546585083
0.433414863551407,0.751107931137085,0.5652561924624734,0.7512218952178955
0.4107154841500674,0.7524728775024414,0.4908815862088487,0.7525978684425354
0.41828568131135957,0.7537451982498169,0.5629714196320714,0.753847599029541
0.4109538404455502,0.7550200819969177,0.5662435615753255,0.7551329731941223
0.4044595945479912,0.7563209533691406,0.48143613165835053,0.7564405202865601
0.40129987924805816,0.7576087713241577,0.517591755337468,0.7577281594276428
0.40135610099563446,0.7588701248168945,0.5582756517772994,0.7589622139930725
0.4141890141642886,0.7600308656692505,0.4491001822781272,0.7601578235626221
0.3947541619798869,0.7612672448158264,0.5742796486607049,0.7613531947135925
0.39456143126073656,0.7624053955078125,0.5085405862504025,0.7625135779380798
0.3928136152027016,0.7635653614997864,0.506844870905142,0.7636731863021851
0.3964932832053106,0.7647275328636169,0.4674016924166098,0.7648295164108276
0.38631349657453706,0.7658635973930359,0.508871728304501,0.7659570574760437
0.3887832308923535,0.7669476270675659,0.5009499594239836,0.7670438289642334
0.383953336782986,0.7680529356002808,0.4635003998693896,0.7681571245193481
0.3876305945530999,0.7691317796707153,0.44220077651893586,0.7692348957061768
0.37605289930889696,0.770214319229126,0.48363596505326467,0.7703045010566711
0.3829508389029121,0.7712674736976624,0.44258433778020667,0.7713761329650879
0.38866579768170817,0.7722600698471069,0.5860955966409387,0.7723272442817688
0.37297140963102615,0.7732781767845154,0.489860955194184,0.7733660340309143
0.37954391935382803,0.7742682695388794,0.5889347724207654,0.774330198764801
0.3726327024814717,0.7752383351325989,0.47890932535434644,0.7753293514251709
0.3745236165184664,0.7762171626091003,0.483380795570045,0.7762980461120605
0.3581579146980026,0.777186930179596,0.5426026453468494,0.7772534489631653
0.3711957376970931,0.7780846953392029,0.46399604878956224,0.7781670093536377
0.36391908459092415,0.779028058052063,0.5701137567620452,0.7790944576263428
0.37001407830855904,0.7799192667007446,0.532496836162797,0.7799903750419617
0.35903811971360017,0.7808302640914917,0.49505400124414844,0.7809070348739624
0.3516718364109663,0.7817484736442566,0.47918181117942055,0.781822919845581
0.3601473146288819,0.7826350927352905,0.5470943831634231,0.7826972007751465
0.3624988177354009,0.7834902405738831,0.5953513561952405,0.7835426926612854
0.35347487933155314,0.7843365669250488,0.5520049773508728,0.7843928933143616
0.35950944709163185,0.7851561307907104,0.44918866169343635,0.7852354645729065
0.34167965033484604,0.7860233783721924,0.4461153049203681,0.786104679107666
0.35545079684039144,0.7868439555168152,0.48209415814589435,0.7869144082069397
0.3482097113401385,0.7876678109169006,0.4369789000782298,0.7877422571182251
0.3431126499546027,0.7884817719459534,0.4425399208486807,0.7885541915893555
0.36216894229381186,0.7892409563064575,0.44952306051443264,0.7893072366714478
0.33727409519012536,0.7900497913360596,0.5381257568894908,0.7900908589363098
0.34813853231444447,0.7908016443252563,0.45369290211805846,0.79086834192276
0.3436350031747019,0.7915810942649841,0.548850353943502,0.7916325926780701
0.33753771288889073,0.7923387885093689,0.47768923917376416,0.7923974990844727
0.3367728671132305,0.7930972576141357,0.48347000668688517,0.7931566834449768
0.33078609060703335,0.7938486337661743,0.44559219361441893,0.7939082384109497
0.33675646005524384,0.7945995926856995,0.46946828000292906,0.7946581244468689
0.339168634611906,0.7953205108642578,0.47702383717930896,0.7953795194625854
0.32989106754920217,0.7960651516914368,0.4758107751244452,0.7961200475692749
0.33096889269966606,0.7967730760574341,0.4739959495959849,0.7968320846557617
0.3346529204393339,0.7974672317504883,0.4359304168511455,0.7975291609764099
0.3287185260892076,0.7981787919998169,0.7314267098313061,0.7981792688369751
0.33224900666336193,0.7988005876541138,0.4470561418409755,0.7988557815551758
0.3266786296663647,0.7994791269302368,0.5329366187428738,0.7995231747627258
0.32715880922376706,0.8001424074172974,0.5367210873391297,0.8001877069473267
0.3306738219579007,0.8007827997207642,0.47625357092062875,0.8008327484130859
0.3243919515216488,0.8014490604400635,0.45272203537113054,0.8015052080154419
0.33030794318285206,0.8020815849304199,0.4957005301513141,0.8021258115768433
0.3171747780001875,0.8027357459068298,0.4318476239242023,0.8027887344360352
0.3246694784384003,0.8033719658851624,0.427358504804987,0.8034254908561707
0.3184969531677997,0.8040208220481873,0.4680435992266256,0.8040677309036255
0.32709174741216235,0.804630696773529,0.4761007601940414,0.8046770691871643
0.310055957351441,0.8052722215652466,0.4543810001881112,0.8053153157234192
0.3139605400590997,0.8058829307556152,0.45327713240574047,0.805929958820343
0.3193763895225654,0.8064756393432617,0.4678419791957045,0.8065205216407776
0.31313676020608183,0.8070857524871826,0.4666086596141501,0.8071317672729492
0.31772088053733555,0.8076679706573486,0.5216321499120989,0.8077074289321899
0.31382909027437506,0.8082566261291504,0.48049099168672066,0.8082962036132812
0.299074758973928,0.8088652491569519,0.45821136596226475,0.8089132905006409
0.30827113034726805,0.8094601035118103,0.5113323197995381,0.8094988465309143
0.3073467213655424,0.8100451231002808,0.44174872850999236,0.8100870847702026
0.3129252521384361,0.810600996017456,0.4837087105232768,0.8106446266174316
0.2992335138046353,0.8111764788627625,0.4945201134740761,0.8112214803695679
0.30793863887237727,0.8117321729660034,0.49458492224718015,0.8117660880088806
0.31089004467834125,0.8122649788856506,0.43247585534118116,0.812307596206665
0.3009632813467504,0.8128147721290588,0.4427480249234089,0.8128542900085449
0.2935013751495564,0.8133713006973267,0.4399311882784454,0.8134134411811829
0.3088904287731793,0.8138886094093323,0.5063388004853595,0.8139222860336304
0.2988292900352578,0.814412534236908,0.52636236713336,0.8144458532333374
0.29035389798426725,0.8149518966674805,0.45794227570522483,0.8149934411048889
0.302519435838896,0.8154861330986023,0.4612629986140968,0.8155251741409302
0.2871604573178728,0.816023051738739,0.5456401799385231,0.8160535097122192
0.2993347543409269,0.8165286183357239,0.4838547448332353,0.8165607452392578
0.30516804395347147,0.8170067667961121,0.46099117143851953,0.8170469403266907
0.3068330394890124,0.8174891471862793,0.46973520830818793,0.8175231218338013
0.29084456178234586,0.817998468875885,0.5010121372164931,0.8180321455001831
0.29531867053294036,0.8184901475906372,0.5420939625445299,0.8185235261917114
0.2912790540914118,0.8189871907234192,0.4699386466158236,0.8190219402313232
0.30512852055934264,0.8194487690925598,0.4497642552525532,0.8194816708564758
0.29433016287443436,0.8199204206466675,0.4837331606484041,0.819953978061676
0.2888005573436456,0.8204036951065063,0.47706060365932745,0.8204337954521179
0.2934149115939032,0.82086181640625,0.4467058498185219,0.8208955526351929
0.2932194398900588,0.8213257789611816,0.42776719676103536,0.8213583827018738
0.29019208704822747,0.8217878937721252,0.4809304594584718,0.8218178153038025
0.28753169392471883,0.8222468495368958,0.47357698303942636,0.8222743272781372
0.28752969525845434,0.8226987719535828,0.43774837972141983,0.8227328658103943
0.2908168835729725,0.8231456875801086,0.5608534576291809,0.8231667876243591
0.27918993483778987,0.8235918283462524,0.45020877824323935,0.8236256837844849
0.28740595920034145,0.8240324854850769,0.48344815319131423,0.8240606784820557
0.28616533540644185,0.8244746327400208,0.44324056419157765,0.8245059251785278
0.27885063033515595,0.8249225616455078,0.42666714873573763,0.8249529600143433
0.28879963225474026,0.8253456354141235,0.46967991605037596,0.8253728747367859
